radius in um, AP_vert, HTPB_vert, Interface_vert
738, 37.903404235839844, 58.03413391113281, 4.062461853027344
741, 37.90884017944336, 58.020782470703125, 4.070377349853516
743, 37.93983459472656, 58.103179931640625, 3.9569854736328125
746, 37.86048889160156, 58.07523727416992, 4.064273834228516
748, 37.821292877197266, 58.14828872680664, 4.030418395996094
751, 37.92839050292969, 57.996273040771484, 4.075336456298828
753, 37.82186508178711, 58.0439567565918, 4.134178161621094
756, 37.740325927734375, 57.993316650390625, 4.266357421875
758, 37.947654724121094, 57.96165466308594, 4.090690612792969
761, 37.813568115234375, 58.136844635009766, 4.049587249755859
763, 37.91913986206055, 58.1599235534668, 3.9209365844726562
766, 37.8718376159668, 58.11023712158203, 4.017925262451172
768, 38.007450103759766, 58.222389221191406, 3.770160675048828
771, 37.89358139038086, 58.20198059082031, 3.904438018798828
