radius in um, AP_vert, HTPB_vert, Interface_vert
768, 53.501129150390625, 43.61085891723633, 2.888011932373047
771, 53.44438552856445, 43.56193542480469, 2.9936790466308594
773, 53.49550247192383, 43.593597412109375, 2.910900115966797
776, 53.468990325927734, 43.56842041015625, 2.9625892639160156
778, 53.539180755615234, 43.63985061645508, 2.8209686279296875
781, 53.50503921508789, 43.59769821166992, 2.8972625732421875
783, 53.473758697509766, 43.56212615966797, 2.9641151428222656
786, 53.520774841308594, 43.60485076904297, 2.8743743896484375
788, 53.50236892700195, 43.56250762939453, 2.9351234436035156
791, 53.420162200927734, 43.54114532470703, 3.0386924743652344
793, 53.523826599121094, 43.599605560302734, 2.876567840576172
796, 53.52754592895508, 43.61724853515625, 2.855205535888672
798, 53.48215103149414, 43.581199645996094, 2.9366493225097656
801, 53.54108810424805, 43.61162185668945, 2.8472900390625
804, 53.55396270751953, 43.65577697753906, 2.7902603149414062
806, 53.48691940307617, 43.57709884643555, 2.9359817504882812
809, 53.549861907958984, 43.647003173828125, 2.8031349182128906
811, 53.515625, 43.60799789428711, 2.8763771057128906
814, 53.55110168457031, 43.63813400268555, 2.8107643127441406
816, 53.524112701416016, 43.6039924621582, 2.8718948364257812
819, 53.522300720214844, 43.59636306762695, 2.881336212158203
821, 53.51896286010742, 43.60208511352539, 2.8789520263671875
824, 53.502464294433594, 43.60809326171875, 2.8894424438476562
826, 53.516387939453125, 43.61906051635742, 2.864551544189453
829, 53.53975296020508, 43.62192153930664, 2.8383255004882812
831, 53.48920822143555, 43.60036849975586, 2.9104232788085938
834, 53.5064697265625, 43.62602233886719, 2.8675079345703125
836, 53.51419448852539, 43.61391067504883, 2.8718948364257812
839, 53.52764129638672, 43.63269805908203, 2.83966064453125
841, 53.54814529418945, 43.63393783569336, 2.8179168701171875
844, 53.50780487060547, 43.63431930541992, 2.8578758239746094
846, 53.52058410644531, 43.60208511352539, 2.877330780029297
849, 53.53870391845703, 43.63412857055664, 2.827167510986328
851, 53.552818298339844, 43.64957809448242, 2.7976036071777344
854, 53.54118347167969, 43.63250732421875, 2.8263092041015625
856, 53.53584289550781, 43.63822937011719, 2.825927734375
859, 53.53851318359375, 43.630409240722656, 2.8310775756835938
861, 53.56292724609375, 43.643760681152344, 2.7933120727539062
864, 53.549766540527344, 43.61886978149414, 2.8313636779785156
866, 53.548240661621094, 43.64147186279297, 2.8102874755859375
869, 53.5649299621582, 43.66283416748047, 2.772235870361328
871, 53.52630615234375, 43.627357482910156, 2.8463363647460938
874, 53.53879928588867, 43.63880157470703, 2.822399139404297
876, 53.551483154296875, 43.66159439086914, 2.7869224548339844
879, 53.557586669921875, 43.65854263305664, 2.7838706970214844
881, 53.54604721069336, 43.63727569580078, 2.8166770935058594
884, 53.571414947509766, 43.660640716552734, 2.7679443359375
886, 53.57780456542969, 43.6558723449707, 2.7663230895996094
889, 53.597354888916016, 43.668174743652344, 2.7344703674316406
891, 53.546905517578125, 43.6436653137207, 2.809429168701172
894, 53.54814529418945, 43.63718032836914, 2.8146743774414062
896, 53.5527229309082, 43.64767074584961, 2.7996063232421875
899, 53.54881286621094, 43.66626739501953, 2.7849197387695312
902, 53.566646575927734, 43.654823303222656, 2.7785301208496094
904, 53.58104705810547, 43.657875061035156, 2.761077880859375
907, 53.57074737548828, 43.66254806518555, 2.766704559326172
909, 53.55100631713867, 43.6619758605957, 2.787017822265625
912, 53.58304977416992, 43.65968704223633, 2.75726318359375
914, 53.56302261352539, 43.660736083984375, 2.7762413024902344
917, 53.55062484741211, 43.64032745361328, 2.8090476989746094
919, 53.53260040283203, 43.619441986083984, 2.8479576110839844
922, 53.57952117919922, 43.668365478515625, 2.7521133422851562
924, 53.57217788696289, 43.65663528442383, 2.7711868286132812
927, 53.57341766357422, 43.66302490234375, 2.7635574340820312
929, 53.608131408691406, 43.688011169433594, 2.703857421875
932, 53.58238220214844, 43.665409088134766, 2.752208709716797
934, 53.58400344848633, 43.66912841796875, 2.746868133544922
937, 53.53555679321289, 43.645572662353516, 2.8188705444335938
939, 53.54499816894531, 43.64137649536133, 2.8136253356933594
942, 53.583717346191406, 43.65968704223633, 2.7565956115722656
944, 53.569984436035156, 43.64948272705078, 2.7805328369140625
947, 53.615665435791016, 43.689537048339844, 2.6947975158691406
949, 53.56864929199219, 43.65873336791992, 2.7726173400878906
952, 53.53717803955078, 43.6610221862793, 2.801799774169922
954, 53.58552932739258, 43.66111755371094, 2.7533531188964844
957, 53.57465744018555, 43.66722106933594, 2.7581214904785156
959, 53.568267822265625, 43.64175796508789, 2.7899742126464844
962, 53.56874465942383, 43.65377426147461, 2.7774810791015625
964, 53.57255935668945, 43.673038482666016, 2.7544021606445312
967, 53.58247756958008, 43.67103576660156, 2.7464866638183594
969, 53.56006622314453, 43.66044998168945, 2.7794837951660156
972, 53.57847213745117, 43.6650276184082, 2.756500244140625
974, 53.56464385986328, 43.66617202758789, 2.769184112548828
977, 53.56149673461914, 43.652915954589844, 2.7855873107910156
979, 53.592586517333984, 43.662261962890625, 2.7451515197753906
982, 53.623294830322266, 43.703556060791016, 2.6731491088867188
984, 53.560829162597656, 43.665218353271484, 2.7739524841308594
987, 53.55997085571289, 43.67399215698242, 2.7660369873046875
989, 53.5639762878418, 43.672847747802734, 2.7631759643554688
992, 53.594970703125, 43.66874694824219, 2.7362823486328125
994, 53.553009033203125, 43.62497329711914, 2.8220176696777344
997, 53.5923957824707, 43.6823844909668, 2.7252197265625
1000, 53.584861755371094, 43.66350173950195, 2.751636505126953
