AP_achieved, AP_vert, HTPB_vert, Interface_vert, Avg Radius
0.3992652893066406, 38.18550109863281, 58.43629837036133, 3.3782005310058594, 59.15480409004149
0.40079498291015625, 38.42144012451172, 58.40167999267578, 3.1768798828125, 65.85031553463415
0.4023141860961914, 38.4739875793457, 58.1324577331543, 3.3935546875, 60.04578221255229
0.4038352966308594, 38.74807357788086, 58.08868408203125, 3.1632423400878906, 66.02562555369457
0.40529918670654297, 38.61713409423828, 57.70111083984375, 3.6817550659179688, 52.26975502986577
0.4068470001220703, 38.903045654296875, 57.65247344970703, 3.4444808959960938, 59.92180692107438
0.4083852767944336, 39.122772216796875, 57.56521224975586, 3.3120155334472656, 65.26810869061033
0.4098625183105469, 39.19076919555664, 57.31925964355469, 3.489971160888672, 59.289761240322576
0.41139984130859375, 39.391231536865234, 57.23991394042969, 3.368854522705078, 62.16916956710525
0.4128894805908203, 39.39371109008789, 56.93674087524414, 3.6695480346679688, 54.93134892907802
0.4144144058227539, 39.627742767333984, 56.84528350830078, 3.5269737243652344, 58.709226285826766
0.4159374237060547, 39.84794616699219, 56.758975982666016, 3.393077850341797, 62.72783551798246
0.4174222946166992, 39.74599838256836, 56.38418197631836, 3.8698196411132812, 52.1641853571885
0.41891956329345703, 39.913082122802734, 56.24961853027344, 3.837299346923828, 52.918596617915306
0.42044830322265625, 40.16704559326172, 56.221675872802734, 3.611278533935547, 57.971083590151515
0.4219532012939453, 40.2552604675293, 55.98173141479492, 3.7630081176757812, 55.00004873159722
0.4234781265258789, 40.320491790771484, 55.74617385864258, 3.9333343505859375, 51.18094069476925
0.42496395111083984, 40.4362678527832, 55.56974411010742, 3.993988037109375, 50.6109919984985
0.4264955520629883, 40.6468391418457, 55.46674728393555, 3.88641357421875, 50.808571054461545
0.4280214309692383, 40.76194763183594, 55.28736114501953, 3.9506912231445312, 51.82100360872274
0.4295206069946289, 40.822505950927734, 55.029296875, 4.148197174072266, 48.73281287666667
0.4310426712036133, 41.11642837524414, 55.060386657714844, 3.8231849670410156, 55.75242844965277
0.4325551986694336, 41.15095138549805, 54.74739074707031, 4.101657867431641, 49.17599658333333
0.43405628204345703, 41.28704071044922, 54.60014343261719, 4.112815856933594, 49.36343574985836
0.43558406829833984, 41.40920639038086, 54.44622039794922, 4.144573211669922, 49.0712271735376
0.4370737075805664, 41.41092300415039, 54.141902923583984, 4.447174072265625, 45.41613848915662
0.43859291076660156, 41.55607223510742, 53.995323181152344, 4.448604583740234, 44.23851839460093
0.4401111602783203, 41.83692932128906, 53.9515495300293, 4.211521148681641, 48.48063206630435
0.44161415100097656, 41.81556701660156, 53.62882614135742, 4.555606842041016, 43.93958464168565
0.44315242767333984, 42.02556610107422, 53.551387786865234, 4.423046112060547, 47.219231018434336
0.4446535110473633, 42.16747283935547, 53.392601013183594, 4.4399261474609375, 45.60213674130435
0.4461650848388672, 42.40522384643555, 53.32441329956055, 4.270362854003906, 47.8458307348285
0.4476957321166992, 42.533016204833984, 53.180694580078125, 4.286289215087891, 47.519974201566576
0.4491910934448242, 42.420196533203125, 52.715492248535156, 4.864311218261719, 42.361035814579054
0.45070457458496094, 42.55828857421875, 52.57978439331055, 4.861927032470703, 41.65340992379032
0.45223522186279297, 42.994117736816406, 52.70557403564453, 4.3003082275390625, 48.376389113563825
0.45372676849365234, 42.885589599609375, 52.304649353027344, 4.809761047363281, 42.32621571770833
0.45524120330810547, 43.122291564941406, 52.2068977355957, 4.670810699462891, 42.96719930844155
0.45676708221435547, 43.27049255371094, 52.06565856933594, 4.663848876953125, 44.24808091227679
0.4582805633544922, 43.413543701171875, 51.894474029541016, 4.691982269287109, 43.72200271772429
0.45978260040283203, 43.439674377441406, 51.65519714355469, 4.905128479003906, 40.874356166862746
0.4613046646118164, 43.707847595214844, 51.583099365234375, 4.709053039550781, 44.19867869535398
0.4628124237060547, 43.69392395019531, 51.29880905151367, 5.007266998291016, 41.91280718540433
0.4643278121948242, 43.822288513183594, 51.124000549316406, 5.0537109375, 41.375206456429936
0.46582698822021484, 43.88771057128906, 50.86336135864258, 5.248928070068359, 40.12077161783784
0.46735477447509766, 44.0495491027832, 50.73366165161133, 5.216789245605469, 39.93222401971067
0.46886730194091797, 44.38314437866211, 50.75340270996094, 4.863452911376953, 43.15956454175365
0.4703836441040039, 44.34061050415039, 50.42076110839844, 5.238628387451172, 39.85241172174688
0.4718961715698242, 44.44313049316406, 50.217247009277344, 5.339622497558594, 39.440035098780484
0.4734029769897461, 44.59495544433594, 50.067901611328125, 5.3371429443359375, 39.09625875580589
