AP_achieved, AP_vert, HTPB_vert, Interface_vert
39.952850341796875, 37.65525817871094, 57.89146423339844, 4.453277587890625
40.03629684448242, 37.953948974609375, 58.0012321472168, 4.044818878173828
40.15493392944336, 37.949180603027344, 57.790565490722656, 4.26025390625
40.21139144897461, 37.96854019165039, 57.69166946411133, 4.339790344238281
40.338897705078125, 38.13028335571289, 57.587242126464844, 4.282474517822266
40.46516418457031, 38.12217712402344, 57.34128952026367, 4.536533355712891
40.52543640136719, 38.22603225708008, 57.30743408203125, 4.466533660888672
40.642547607421875, 38.34867477416992, 57.170963287353516, 4.4803619384765625
40.74077606201172, 38.48867416381836, 57.143306732177734, 4.368019104003906
40.82489013671875, 38.561153411865234, 57.0347785949707, 4.4040679931640625
41.10517501831055, 38.895416259765625, 56.82516098022461, 4.279422760009766
41.101837158203125, 38.728904724121094, 56.678104400634766, 4.592990875244141
41.18204116821289, 38.95597457885742, 56.708621978759766, 4.3354034423828125
41.249847412109375, 38.96455764770508, 56.60686492919922, 4.428577423095703
41.32852554321289, 38.979434967041016, 56.438446044921875, 4.582118988037109
41.501426696777344, 39.06393051147461, 56.189727783203125, 4.746341705322266
41.532230377197266, 39.17121887207031, 56.264686584472656, 4.564094543457031
41.686153411865234, 39.35518264770508, 56.125640869140625, 4.519176483154297
41.732215881347656, 39.386749267578125, 56.044673919677734, 4.568576812744141
41.94822311401367, 39.562129974365234, 55.80453872680664, 4.633331298828125
41.9215202331543, 39.56727981567383, 55.88102340698242, 4.55169677734375
42.052459716796875, 39.62850570678711, 55.64870834350586, 4.722785949707031
42.16442108154297, 39.87550735473633, 55.67903518676758, 4.445457458496094
42.375755310058594, 40.0721549987793, 55.45082092285156, 4.477024078369141
42.397117614746094, 39.9968147277832, 55.335235595703125, 4.667949676513672
42.52042770385742, 40.10334014892578, 55.19304275512695, 4.703617095947266
42.62981414794922, 40.33966064453125, 55.23500442504883, 4.425334930419922
42.87757873535156, 40.558719635009766, 54.95109558105469, 4.490184783935547
42.801666259765625, 40.46459197998047, 55.002593994140625, 4.532814025878906
42.89131164550781, 40.50445556640625, 54.84447479248047, 4.651069641113281
42.97990798950195, 40.55442810058594, 54.741859436035156, 4.703712463378906
43.10722351074219, 40.627288818359375, 54.56037521362305, 4.812335968017578
43.202781677246094, 40.807342529296875, 54.53367233276367, 4.658985137939453
43.23911666870117, 40.839195251464844, 54.47416305541992, 4.686641693115234
43.34726333618164, 40.878963470458984, 54.347896575927734, 4.773139953613281
43.44654083251953, 41.05243682861328, 54.31995391845703, 4.6276092529296875
43.616485595703125, 41.31145477294922, 54.216670989990234, 4.471874237060547
